Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Colombia,COL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,244.81,240.391,236.121,231.449,227.121,222.89,218.675,214.846,210.838,207.078,203.604,199.961,195.777,191.876,187.415,181.522,175.945,170.221,164.797,160.932,155.945,152.92,150.022,147.963,144.705,170.571,138.368,135.559,130.839,127.205,124.22,121.92,119.45,117.085,115.093,112.442,110.062,107.331,105.016,103.906,100.184,98.839,95.669,92.887,90.581,88.182,85.804,83.585,81.319,79.223,77.933,76.647,75.593,74.943,74.368,73.966,73.531,73.522,73.221,73.515,87.21,111.063,
Comoros,COM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,459.638,454.131,451.379,447.809,448.257,445.303,437.155,423.164,404.779,387.746,371.406,356.879,343.002,336.952,331.729,349.836,323.225,321.121,315.518,313.434,311.905,310.75,309.1,310.033,305.45,303.34,300.224,301.847,299.113,297.411,295.235,294.768,286.945,277.804,274.066,267.934,263.572,256.172,257.165,252.729,254.904,248.988,250.744,248.143,241.161,240.726,239.743,235.485,234.545,225.852,225.858,218.575,218.196,210.041,210.388,201.327,201.614,191.944,191.7,192.742,186.394,201.161,
Cabo Verde,CPV,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,343.479,339.482,339.241,337.411,336.442,334.647,332.845,330.884,326.969,322.747,315.41,308.156,302.154,296.441,289.856,282.552,277.862,269.409,263.412,257.075,255.112,249.906,249.012,247.787,245.686,242.116,234.191,225.829,216.746,212.981,203.173,200.981,199.308,197.568,196.289,207.745,184.299,173.451,169.77,163.229,144.918,132.126,122.703,113.912,104.407,99.711,99.835,89.089,95.849,82.839,79.925,74.558,79.451,69.637,68.719,73.421,66.352,61.795,67.108,64.704,69.487,74.232,
Costa Rica,CRI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,202.766,197.356,196.336,192.328,184.253,175.643,173.551,168.616,163.366,153.19,153.608,143.563,141.902,130.739,125.196,119.54,113.809,104.589,99.08,99.591,95.358,95.084,85.842,85.575,84.314,83.242,80.913,79.13,76.241,73.331,71.801,74.192,72.643,71.621,71.135,70.53,70.145,65.831,68.909,65.632,63.877,65.112,62.167,62.301,61.206,60.067,59.092,60.188,59.834,58.501,59.541,55.688,56.209,55.171,58.076,55.466,52.48,53.442,50.973,51.24,52.584,67.167,
Caribbean small states,CSS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,221.2490617,222.1334632,217.9420689,209.9720408,209.2304838,205.9941561,202.6179265,200.0397052,202.5834646,202.3216665,198.6102847,197.6990821,197.9543387,191.9479948,187.1137392,184.0858625,182.6940712,183.3351275,181.0435205,177.4386399,176.2157511,172.9005962,169.8422954,170.9233297,169.3048712,168.3329244,164.9892591,162.3267418,161.9830039,156.8161285,157.389723,154.1498206,155.317621,154.6309471,154.47516,155.0016965,153.2105039,158.3094172,155.4292832,158.4815104,154.5866512,152.3111378,146.4671429,148.9543837,141.4661215,138.5452027,138.1989562,135.9255967,135.4484453,127.3736957,125.7211714,123.2916134,123.9945067,124.4531671,125.0399215,124.4464985,124.1713373,123.4255906,123.0428668,124.5530436,123.9717686,142.014882,
Cuba,CUB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,166.909,163.851,160.123,164.692,152.791,149.021,145.281,141.574,138.014,134.613,131.489,128.467,125.916,123.871,122.455,121.794,121.858,122.451,123.278,124.046,124.403,124.297,123.959,123.622,123.475,123.656,124.091,124.513,124.65,124.222,122.964,120.881,118.262,115.386,112.504,109.839,107.45,105.231,103.059,100.806,98.347,95.681,92.955,90.304,87.84,85.658,83.792,82.206,80.858,79.699,78.683,77.789,77.016,76.351,75.759,75.194,74.709,74.515,74.826,75.858,72.972,106.351,
Curacao,CUW,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,169.204,168.507,167.649,162.099,160.53,159.936,154.948,154.87,154.124,148.437,147.044,146.042,138.863,137.952,130.473,130.299,129.211,128.906,123.232,121.962,120.843,119.818,118.88,117.153,115.967,115.399,113.45,108.95,107.611,109.178,105.138,103.846,103.225,102.186,100.502,100.182,98.667,97.587,95.748,94.849,93.675,92.216,90.915,89.346,88.085,86.764,84.913,83.204,81.579,80.741,74.766,70.019,69.703,64.298,63.938,61.21,61.202,61.197,61.563,61.384,61.315,66.622,
Cayman Islands,CYM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,155.089,150.507,146.077,171.063,167.087,136.888,134.886,130.679,130.865,129.767,126.367,124.009,118.637,118.239,163.495,119.04,116.278,114.334,111.495,111.535,110.46,110.927,109.825,109.968,111.114,106.995,110.143,103.427,102.094,98.506,99.689,98.246,91.773,86.487,88.208,82.807,79.443,76.387,73.014,73.664,72.532,69.391,65.394,63.359,62.999,62.164,60.925,58.007,56.86,53.317,51.226,49.148,49.688,47.827,45.705,44.473,42.478,40.898,41.942,40.41,40.907,41.554,
Czechia,CZE,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,112.225,108.838,107.874,104.567,105.788,105.897,103.857,103.912,107.248,110.211,111.705,109.232,106.788,105.413,105.837,102.028,100.425,101.402,102.586,102.914,103.491,101.341,99.342,101.205,99.723,97.089,99.324,95.941,94.815,95.581,95.017,94.837,91.241,87.543,84.664,87.578,80.073,81.553,76.781,75.214,76.137,75.735,72.549,74.23,68.716,69.669,66.353,64.729,65.342,62.774,60.281,59.481,58.347,56.75,53.443,53.074,53.474,51.586,51.152,51.96,54.973,61.338,
Germany,DEU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.112,76.351,73.864,73.332,71.241,70.337,69.158,66.885,64.675,64.134,63.354,62.08,61.736,60.737,58.657,57.71,56.008,55.294,54.726,54.228,53.275,52.91,51.099,51.743,49.597,50.173,49.545,48.026,48.283,46.582,46.195,,
Djibouti,DJI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,370.849,367.293,363.287,360.434,361.315,357.536,354.122,349.806,346.858,342.697,340.378,347.903,332.431,325.883,322.85,321.648,320.702,315.691,311.54,307.833,305.511,302.805,301.96,299.116,293.651,291.914,286.995,287.939,284.158,285.341,281.305,282.01,282.224,283.843,286.058,281.233,285.338,290.446,292.715,287.4,290.386,286.43,284.985,278.727,278.826,267.828,266.532,258.778,257.529,256.546,245.842,245.874,237.096,237.036,225.372,224.184,222.784,211.645,210.088,211.945,213.047,222.236,
Dominica,DMA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,197.082,185.625,171.746,182.641,152.184,159.753,165.039,164.369,165.113,184.226,174.53,191.26,156.362,135.522,131.445,132.74,134.346,159.766,138.161,140.942,132.832,111.838,139.655,119.873,130.825,123.878,107.889,115.026,122.794,142.998,143.632,163.578,147.592,136.427,131.348,122.906,131.464,130.598,134.717,135.474,111.119,111.136,109.422,124.659,112.328,102.041,114.48,102.693,94.636,92.587,96.787,111.164,106.658,120.384,112.231,129.123,109.483,146.793,100.529,101.57,101.364,106.709,
Denmark,DNK,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,106.075,102.56,100.598,104.122,98.527,102.975,101.496,102.468,102.061,103.538,104.323,105.249,103.259,102.789,101.336,101.304,104.969,97.98,99.663,99.869,105.928,103.916,100.643,102.025,102.054,104.488,103.239,103.829,101.435,101.793,101.117,95.335,94.805,94.326,92.219,93.451,87.663,87.251,80.569,82.145,78.859,78.517,75.793,73.484,71.842,69.267,68.409,69.511,67.182,64.924,63.005,59.047,57.616,54.62,51.817,51.397,51.652,47.453,48.343,43.817,43.561,44.448,
Dominican Republic,DOM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,269.892,265.992,262.17,261.557,254.448,257.982,246.554,241.657,237.342,233.134,229.103,225.191,221.24,217.099,212.624,207.704,202.538,197.553,193.138,198.243,187.414,186.251,185.622,185.077,184.016,181.924,178.71,174.629,170.165,165.627,161.294,157.387,154.037,151.149,148.854,147.32,146.431,145.987,147.86,147.104,148.264,149.619,150.455,150.212,149.236,143.661,137.09,130.316,122.25,115.751,110.639,108.426,105.459,104.449,104.332,104.984,106.01,106.52,106.085,104.064,102.537,108.096,
Algeria,DZA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,415.092,420.447,434.711,418.169,421.449,423.421,429.427,430.434,432.146,431.96,428.478,422.111,413.278,406.11,389.976,379.649,366.711,349.018,334.301,315.315,295.197,271.323,247.779,230.873,215.492,199.234,182.838,183.026,176.659,174.999,169.493,163.009,158.867,159.909,160.429,155.379,144.067,137.47,132.986,129.706,122.518,118.536,115.008,118.187,111.231,108.282,104.914,101.135,97.348,89.853,89.837,86.684,84.511,81.315,76.294,73.471,73.67,73.642,70.794,66.864,81.699,63.984,
East Asia & Pacific (excluding high income),EAP,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,440.0810321,384.743348,316.6565533,311.1434281,302.3105972,300.6272126,291.0625699,279.3219062,273.0063647,264.885762,256.7128995,247.7621854,240.5520474,229.1451412,221.3204241,214.969444,207.6692475,199.1152142,191.8264199,185.4986122,179.5689571,174.6698195,169.2145839,164.0900565,159.95622,155.3344834,150.529308,146.5720245,142.9254092,139.0155874,137.2269573,137.1451711,130.9200971,124.8575251,124.2148114,120.7957486,119.5427295,116.3019601,112.3510111,112.5967675,110.1147846,103.4537746,101.8403978,98.52094017,100.965038,96.17307432,93.87323109,92.57641792,95.83942498,89.46755763,88.94968578,87.49329501,86.10183557,84.15723053,82.9802244,82.00298696,80.92742451,80.00341594,77.62524652,76.75549558,77.65066943,81.89677666,
Early-demographic dividend,EAR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,351.6743435,349.7910513,347.275874,344.0457008,338.7585169,347.3586036,338.620885,328.8365358,318.1796266,312.6221829,314.0835758,316.7365905,299.3183682,294.3457682,290.2410746,286.5173358,281.0400296,271.9603007,264.7619299,256.4907,248.7179362,243.0483228,236.7993817,230.9804814,225.588828,221.3387779,217.5147596,213.8279597,210.6327308,208.3040993,205.9123128,204.4564662,200.4781398,199.4909725,199.2588672,196.2796749,195.6955144,191.5927582,188.3310404,184.8400623,182.7983582,180.1164517,176.3161226,172.9191529,171.7087699,165.4936871,160.1325032,156.8600277,155.4164075,150.1908358,147.6520258,144.0376084,141.6150315,139.0919004,138.1685346,137.0202941,135.4790707,133.8287284,131.3849899,129.2691357,138.7530893,160.785312,
East Asia & Pacific,EAS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,399.8005072,351.5918283,293.0344691,287.0965245,278.485288,276.3717352,267.3976525,256.5834858,251.1934943,244.1667866,236.236568,227.7934799,221.3921883,211.4675767,204.3833829,198.521556,191.8259084,184.4665005,177.9092524,172.0116906,167.3170202,162.0745999,157.5193392,153.3099235,149.2495076,145.1715996,140.7677041,137.241014,133.8703115,130.2735302,128.4332327,128.2096032,122.6354123,117.2505608,116.5395162,113.6408532,112.3511546,109.3673223,105.8502252,106.037147,103.7071205,97.6373935,96.14503568,93.21974453,95.37394695,91.07359123,88.91469368,87.66886909,90.44688813,84.63543247,84.07556257,82.91563119,81.35310296,79.54047525,78.44430694,77.46654635,76.47667635,75.54301233,73.38614455,72.54924353,73.84835778,78.10210766,
Europe & Central Asia (excluding high income),ECA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,138.4356671,136.7822702,136.4629738,134.1383758,130.5180715,130.5447651,129.9460872,130.0644157,129.1001038,130.5787012,130.47152,128.7538022,128.2167647,127.5987282,127.79608,130.221745,131.3752963,130.9017329,131.7153171,132.420447,132.7518598,130.9699726,128.7785026,129.1343803,131.0380112,127.1663253,117.6542625,116.4613843,117.8288782,117.0158967,118.4762719,120.6249254,128.5217863,142.0621212,148.9386698,145.8220833,138.2979884,132.0735918,127.9770471,135.0418325,135.2964351,136.804443,139.9204249,140.9216006,138.5476538,138.7617212,130.1803482,125.7659793,123.6330337,117.2355095,114.4622552,110.1418965,105.8402068,102.6285169,100.2547723,,,,,,,,
Europe & Central Asia,ECS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,124.9105679,122.5610829,123.3158053,121.3337595,117.4768086,117.2938417,115.9772694,115.5738442,115.1745241,117.3464364,115.0550825,114.1129625,112.9534701,112.275149,111.0755513,111.8533904,111.9952465,110.5618247,110.5511795,110.3340413,110.1679097,108.1331227,106.2056049,106.4871885,106.141871,104.1650911,98.99923133,98.01699916,97.8600364,97.10693931,95.22607765,95.938488,98.42230318,103.9042758,106.0156662,104.3609814,100.4042481,96.75711112,94.32262347,96.98512073,96.48695727,96.60792177,97.62126368,98.07090684,95.92489799,95.38073376,90.73686618,88.24619298,86.68374122,83.38674937,81.35914134,79.13563679,76.53100162,74.57796058,71.16673657,59.87393763,58.93431952,57.45913244,56.93442792,55.16478897,,,
Ecuador,ECU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,274.139,269.193,264.475,260.354,257.182,255.266,254.619,253.738,252.239,251.611,245.216,238.552,230.448,221.716,212.336,203.15,194.788,186.24,178.96,172.69,167.616,163.554,160.456,158.501,155.223,152.653,149.836,146.863,143.838,140.91,138.035,137.666,133.51,132.287,128.035,125.717,123.395,121.068,118.747,116.068,113.774,111.184,108.951,106.527,104.434,102.558,100.866,99.169,97.531,95.584,93.424,90.966,88.532,86.3,84.448,83.275,84.328,82.448,82.236,81.821,114.477,105.828,
"Egypt, Arab Rep.",EGY,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,198.22,200.225,197.169,194.386,190.569,189.494,189.58,192.123,194.224,197.582,197.928,197.733,197.096,197.277,193.926,190.731,188.535,188.529,187.435,186.174,184.971,191.239,187.674,183.471,183.111,181.565,180.36,175.779,168.352,167.544,162.998,159.738,160.373,159.389,156.175,152.528,150.864,148.348,150.31,150.032,146.573,144.46,142.43,145.041,143.2,140.494,138.288,136.503,133.983,130.724,127.58,123.872,121.632,119.806,114.976,114.943,108.622,102.976,102.131,103.044,105.044,114.164,
Euro area,EMU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,112.697499,108.27604,110.2549646,109.6050547,105.2610177,104.1901434,102.4157593,101.7453988,101.1849864,103.2341788,98.12354108,97.39065539,95.6858543,94.39189205,91.86315529,91.07418894,89.29242669,86.23513942,84.49810251,82.67045828,81.24323192,79.2724116,77.25738999,77.86681286,75.03228296,73.91852522,72.85378166,71.3491534,69.96367773,69.28518891,70.55827292,70.13947753,68.57154436,68.61534203,67.48280097,66.57268569,65.16520106,63.04554465,61.93671593,61.01243223,60.16632109,59.42105093,58.63303619,58.04333968,55.77414493,54.8358202,53.44175606,52.7486454,52.21058238,51.5579456,49.98209555,49.65007485,48.22669858,47.57635966,46.0237117,46.31820003,45.41457796,44.79508474,44.38074568,43.10126514,44.84832464,,
Eritrea,ERI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,456.441,454.104,451.193,449.793,445.425,444.895,442.893,441.233,439.852,440.431,437.073,434.911,433.128,430.417,425.964,420.712,415.432,407.253,407.419,403.682,402.83,401.985,397.937,394.175,388.295,382.665,376.885,370.489,363.786,366.059,351.518,342.746,329.967,325.496,317.639,312.58,303.253,298.742,320.941,366.036,298.687,281.178,277.362,269.345,265.873,254.953,243.755,237.997,233.436,222.11,216.828,206.579,203.337,201.252,192.271,187.886,184.614,182.572,175.115,173.631,172.033,181.085,
Spain,ESP,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,113.682,109.335,111.637,109.065,104.08,100.454,99.058,98.012,95.718,100.624,92.227,95.24,88.797,88.875,85.591,83.456,81.737,76.821,75.151,72.751,69.034,66.509,63.835,64.545,61.98,61.22,61.44,61.99,61.574,60.076,59.548,59.367,57.036,56.131,55.474,54.575,53.898,50.421,48.787,48.721,47.685,47.367,46.403,47.562,45.381,44.35,43.231,43.05,43.44,42.183,40.911,41.086,39.432,39.35,38.499,38.807,37.537,37.643,36.72,35.743,38.335,,
Estonia,EST,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,111.092,112.987,110.664,109.574,104.991,100.903,106.479,96.724,105.548,104.424,105.302,104.137,109.156,105.336,102.558,105.486,108.53,114.843,112.151,118.493,112.733,117.613,111.841,110.451,115.991,113.728,101.529,96.537,100.898,113.343,106.786,114.493,111.714,127.048,156.201,132.01,116.079,114.198,121.533,115.216,118.066,121.666,110.566,107.107,99.418,99.322,96.011,92.312,84.723,77.471,67.753,70.866,67.859,67.015,65.288,62.825,67.212,56.077,55.53,58.202,,,
Ethiopia,ETH,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,391.984,384.35,383.089,377.578,374.871,375.954,399.047,377.416,375.966,375.6,377.802,375.596,389.179,387.495,408.315,408.333,384.296,385.3,385.593,378.871,375.399,370.367,368.844,442.583,439.949,436.084,434.523,368.56,376.207,378.895,387.194,375.57,374.844,373.155,372.562,373.447,371.978,366.54,365.141,373.745,372.48,370.429,364.688,351.082,343.363,331.147,316.663,296.941,279.585,258.915,248.976,236.685,225.847,212.412,208.834,197.241,184.946,185.113,174.744,171.203,174.956,177.314,
European Union,EUU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,115.8278255,112.0067534,114.0209912,111.7141985,107.4582017,106.8679453,104.4780468,104.2804993,103.8129683,106.4733647,101.9770387,101.7773431,99.33184527,98.76849322,96.1074177,95.60433246,94.6838767,92.49076672,91.27436771,90.19831518,90.18830907,87.88870634,86.23092356,86.9108905,84.60839906,84.34745896,83.05215381,82.18871631,80.67322927,80.0219091,78.71656903,78.57598517,77.12870123,76.50155706,75.25304661,74.54683424,73.15735661,71.36737457,69.80749527,69.01344642,67.63240224,66.56735567,65.84748378,65.8852236,64.01196377,62.77241367,61.00025883,59.85871252,58.41072605,57.41925431,55.59853292,54.94153964,53.57286514,52.43967711,50.90005153,50.97655025,49.70312879,48.73216583,48.1396687,46.67091023,48.08679894,,
Fragile and conflict affected situations,FCS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,337.3743886,335.159721,333.775027,330.891095,324.7901175,324.9735323,326.6363888,324.5473166,319.6181508,318.9931499,316.795689,310.4954203,312.8124638,305.8534629,304.4166978,302.5366288,298.090124,292.3649833,291.6230103,290.4195986,287.9246195,287.6353459,287.5157281,293.0978746,295.1778196,294.7400836,289.3414224,287.6892264,290.9008684,282.9993631,283.8145629,285.7239778,289.1046843,286.7541099,282.5864497,288.2860575,289.2228556,287.3022461,290.9669673,284.4723185,281.5186129,282.7339621,279.9141644,278.2178684,277.4628947,274.2674748,269.6440182,265.7090551,269.7690103,254.1113232,253.2973702,243.3649509,240.9821059,236.53558,242.7744847,238.8165184,234.8392402,231.0175011,226.5707644,223.6517145,229.9103632,238.1195227,
Finland,FIN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,117.063,118.099,118.241,115.085,111.877,109.036,107.736,103.969,104.816,107.602,99.592,98.06,93.626,88.67,91.529,90.663,89.123,81.122,78.746,79.011,73.873,71.336,70.352,74.81,67.276,68.298,71.06,71.548,71.073,70.55,70.355,68.373,68.134,66.596,63.005,65.153,60.845,62.851,62.151,61.08,63.322,59.853,60.744,57.94,61.1,62.699,57.272,56.788,56.723,55.862,53.674,50.994,50.791,48.344,45.05,43.601,43.095,44.795,44.277,43.207,42.286,42.934,
Fiji,FJI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,312.21,296.282,281.178,270.958,257.179,250.383,243.932,239.127,234.194,236.247,234.222,233.445,232.387,245.706,240.041,238.049,236.262,233.597,231.663,226.821,236.516,241.69,242.781,233.582,224.008,213.442,208.602,206.622,204.085,203.548,201.566,200.485,199.447,198.939,196.64,195.257,194.477,195.089,191.418,190.585,198.724,199.977,210.564,205.294,202.696,200.114,198.127,199.134,196.772,193.759,190.686,187.024,188.096,188.953,189.179,195.036,190.714,182.922,181.906,180.315,179.223,189.249,
France,FRA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,115.166,109.188,111.685,112.453,107.276,108.863,105.889,105.465,104.266,106.248,101.134,101.064,100.361,97.165,95.616,95.071,92.711,88.738,88.002,86.13,84.922,82.434,80.834,80.978,78,76.688,75.077,72.87,72.027,70.859,68.981,68.2,67.617,68.135,66.538,65.932,65.4,63.368,62.736,62.113,60.936,60.998,60.634,60.006,57.921,56.754,56.165,54.815,55.022,55.372,53.661,52.563,51.592,50.507,49.309,49.377,48.309,48.266,48.216,47.023,46.883,,
Faroe Islands,FRO,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,257.652,249.679,242.347,237.457,239.619,232.065,233.483,226.156,228.406,222.375,215.406,208.502,208.817,202.285,195.096,189.997,185.077,178.859,172.987,171.998,165.719,163.881,155.828,152.485,143.332,143.472,141.408,141.497,133.562,131.741,129.992,128.8,123.782,123.175,123.195,116.945,117.315,110.789,110.281,109.475,109.699,102.486,118.696,100.786,100.271,99.108,98.434,98.295,93.478,94.09,92.679,91.578,91.086,91.066,90.912,93.232,92.533,94.353,96.255,99.803,106.705,106.787,
Gabon,GAB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,345.817,342.043,339.175,334.693,327.502,322.536,318.146,314.615,311.197,306.747,302.307,299.697,295.177,291.63,287.81,284.627,281.074,274.416,266.711,265.03,263.952,260.384,263.425,257.971,257.716,252.791,252.467,249.993,254.828,253.068,258.192,260.345,264.399,260.294,264.366,266.248,269.982,270.993,274.498,273.419,265.526,265.727,268.472,258.011,260.265,261.087,251.689,249.112,237.185,234.296,221.759,221.205,210.002,208.763,207.845,199.247,200.959,188.6,189.731,190.405,181.631,191.839,
United Kingdom,GBR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,109.365,110.912,110.498,111.365,107.739,108.28,108.542,104.594,106.317,109.382,106.877,105.395,107.623,105.536,104.664,102.725,103.044,99.982,101.766,100.469,96.533,94.264,92.496,90.337,88.436,87.047,84.421,83.524,81.767,80.426,78.124,75.839,74.16,74.268,71.992,72.505,71.238,69.783,69.213,68.318,67.6,65.765,64.844,64.551,62.084,61.571,60.822,60.006,60.097,58.132,57.445,55.743,54.362,53.891,53.642,54.081,55.137,53.08,54.575,53.724,57.694,,
Georgia,GEO,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,163.344,161.852,157.202,152.481,157.307,151.731,147.7,148.856,144.849,138.849,137.641,135.004,133.087,131.505,129.601,126.217,127.657,123.354,123.761,118.974,123.22,115.885,114.755,113.208,115.124,109.65,108.337,111.673,106.9,106.536,105.036,105.641,107.837,107.537,105.062,99.635,98.351,99.935,103.06,101.602,100.073,99.102,95.332,94.016,94.046,88.19,86.478,89.293,90.28,85.649,85.076,83.103,80.636,78.977,75.109,73.545,71.338,72.781,73.067,70.681,71.825,83.798,
Ghana,GHA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,331.159,331.396,331.852,330.149,324.951,325.691,327.486,326.798,331.546,331.685,325.617,326.882,326.627,323.173,320.4,317.636,314.006,315.864,310.975,305.903,308.177,304.822,307.565,305.652,301.612,297.949,291.521,287.65,282.215,278.439,279.931,279.757,280.572,286.317,290.777,285.539,281.915,275.582,272.886,269.046,272.152,277.702,270.886,264.753,267.044,259.556,259.963,255.166,256.2,247.989,250.625,241.826,233.063,234.312,223.454,225.065,213.34,214.755,214.586,204.479,210.16,216.842,
Gibraltar,GIB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,144.653,148.353,143.687,151.087,129.575,120.195,138.829,117.144,129.964,128.947,128.244,125.725,129.496,123.232,137.707,119.533,122.982,113.792,108.706,106.729,93.937,101.124,104.5,89.224,81.059,72.327,72.913,89.933,60.976,94.668,67.785,65.465,81.708,55.624,51.784,74.931,65.568,43.995,45.25,39.622,44.532,48.347,48.717,55.723,48.573,38.937,45.26,56.284,46.85,46.117,44.317,37.748,37.024,46.683,34.099,43.634,44.768,44.714,43.66,43.348,43.449,51.871,
Guinea,GIN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,407,406.064,404.865,400.166,400.044,396.615,396.065,391.921,384.664,384.617,381.488,378.942,373.879,374.173,373.097,366.707,363.283,358.764,353.599,348.835,344.397,341.443,337.44,333.322,330.072,324.031,324.541,321.983,327.014,330.532,336.576,330.55,319.573,315.701,319.78,316.418,313.56,305.47,304.816,307.809,314.098,316.399,313.934,312.464,308.31,302.281,297.089,290.451,283.924,282.322,276.306,274.326,266.057,263.73,260.901,261.918,258.406,251.715,252.559,246.335,253.585,263.795,
"Gambia, The",GMB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,437.01,434.102,432.35,427.118,423.364,419.35,418.091,412.08,409.617,406.313,402.284,397.63,392.47,390.15,382.445,380.499,375.481,376.238,376.949,365.476,360.468,360.687,350.194,347.659,343.1,336.216,333.489,326.915,323.963,317.545,309.985,297.745,286.928,276.396,266.369,257.337,254.094,257.767,254.861,254.29,261.28,265.398,272.421,272.638,269.941,267.613,263.041,266.381,261.012,255.692,258.996,247.661,237.485,244.712,241.137,242,233.36,235.301,237.986,225.132,240.112,254.144,
Guinea-Bissau,GNB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,392.153,392.081,388.761,398.995,395.938,390.478,388.498,385.515,382.41,377.944,376.068,372.033,370.737,365.934,352.431,351.054,348.782,346.506,346.513,345.151,342.076,338.629,338.44,337.864,337.573,335.883,333.747,334.778,329.763,326.207,323.589,320.9,317.609,319.948,325.571,317.804,323.524,347.655,338.519,344.706,326.179,330.072,327.635,331.918,324.928,330.299,319.269,314.895,308.447,299.538,290.978,286.05,277.264,273.153,271.439,265.828,258.622,258.309,250.167,249.391,261.521,274.539,
Equatorial Guinea,GNQ,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,392.455,389.07,388.237,384.833,384.201,380.027,378.711,375.935,376.011,640.099,639.731,523.882,396.163,393.158,456.402,540.418,676.025,458.978,457.719,396.177,345.566,341.375,337.576,334.375,337.078,330.489,327.129,326.433,322.569,320.638,320.921,321.268,319.107,317.444,317.696,315.338,314.688,310.885,309.869,305.219,299.725,299.205,295.765,292.66,289.962,286.723,281.323,276.941,271.738,271.586,267.578,260.616,256.379,254.68,250.114,242.423,241.658,235.769,236.418,230.424,243.056,250.645,
